algorithm,elapsed_time,iterations_done,total_iterations,iterations_per_second,book_index,similarity_score,,book_title,recommended_description
,,,,,9490.0,0.307,,The Seekers,"With the end of the colonies' fight for independence begins a new and even more glorious battle to build a new nation. It is an epoch ripe with the passion that only a country in its springtime can inflame, and two young heirs to a family dynasty dare to confront without fear the barbarity of the West -- the Indian resistance, cruel townships, death...Here is a panorama of magnificent action, peopled by, some of the bravest characters of an age. When Abraham Kent falls in love with this step-sister, he sets in motion a fate that will drive a generation westward -- until Amanda. a girl-child with the heart of a woman, seeks the new frontier that is this land's greatest opportunity -- and most awesome dread."
,,,,,10205.0,0.305,,"Ask Again, Yes","The triumphant New York Times Bestseller * The Tonight Show Summer Reads Pick *Named one of the best books of the year by People, Vogue, Parade, NPR, and ElleÃ¢ÂÂThis is one beautiful book. I was wowed by KeaneÃ¢ÂÂs writing and narrative skillÃ¢ÂÂand by what she knows about trouble.Ã¢ÂÂ Ã¢ÂÂStephen King
How much can a family forgive?
Francis Gleeson and Brian Stanhope, rookie NYPD cops, are neighbors in the suburbs. What happens behind closed doors in both housesÃ¢ÂÂthe loneliness of FrancisÃ¢ÂÂs wife, Lena, and the instability of BrianÃ¢ÂÂs wife, Anne, sets the stage for the explosive events to come.In Mary Beth Keane's extraordinary novel, a lifelong friendship and love blossoms between Kate Gleeson and Peter Stanhope, born six months apart. One shocking night their loyalties are divided, and their bond will be tested again and again over the next thirty years. Heartbreaking and redemptive, Ask Again, Yes is a gorgeous and generous portrait of the daily intimacies of marriage and the power of forgiveness."
,,,,,12769.0,0.302,,"Henry IV, Part 2","The stirring continuation of the themes begun in Henry IV, Part One again pits a rebellion within the State and that master of misrule, Falstaff, against the maturing of Prince Hal. Alternating scenes between bawdy tavern and regal court, between revelry and politics, Shakespeare probes at the sources, uses, and responsibilities of power as an old king dies and a young king must choose between a ruler's solemn duty and a merry but dissipated friend, Falstaff. The play represents Shakespeare at the peak of his maturity in writing historical drama and comedy."
,,,,,6951.0,0.3,,The Song of Achilles,"Alternate cover edition of ISBN 9780062060624.Achilles, ""the best of all the Greeks,"" son of the cruel sea goddess Thetis and the legendary king Peleus, is strong, swift, and beautiful, irresistible to all who meet him. Patroclus is an awkward young prince, exiled from his homeland after an act of shocking violence. Brought together by chance, they forge an inseparable bond, despite risking the gods' wrath.They are trained by the centaur Chiron in the arts of war and medicine, but when word comes that Helen of Sparta has been kidnapped, all the heroes of Greece are called upon to lay siege to Troy in her name. Seduced by the promise of a glorious destiny, Achilles joins their cause, and torn between love and fear for his friend, Patroclus follows. Little do they know that the cruel Fates will test them both as never before and demand a terrible sacrifice."
,,,,,1109.0,0.299,,The Third Secret,"Explosive in both its pace and its revelations, The Third Secret is a remarkable international thriller. Bestselling author Steve Berry tackles some of the most controversial ideas of our time in a breakneck journey through the history of the Church and the future of religion. Fatima, Portugal, 1917: The Virgin Mary appears to three peasant children, sharing with them three secrets, two of which are soon revealed to the world. The third secret is sealed away in the Vatican, read only by popes, and not disclosed until the year 2000. When revealed, its quizzical tone and anticlimactic nature leave many faithful wondering if the Church has truly unveiled all of the Virgin Mary's wordsÃ¢ÂÂor if a message far more important has been left in the shadows. Vatican City, present day: Papal secretary Father Colin Michener is concerned for the Pope. Night after restless night, Pope Clement XV enters the Vatican's Riserva, the special archive open only to popes, where the Church's most clandestine and controversial documents are stored. Though unsure of the details, Michener knows that the Pope's distress stems from the revelations of Fatima. Equally concerned, but not out of any sense of compassion, is Alberto Cardinal Valendrea, the Vatican's Secretary of State,. Valendrea desperately covets the papacy, having narrowly lost out to Clement at the last conclave. Now the Pope's interest in Fatima threatens to uncover a shocking ancient truth that Valendrea has kept to himself for many years. When Pope Clement sends Michener to the Romanian highlands, then to a Bosnian holy site, in search of a priestÃ¢ÂÂpossibly one of the last people on Earth who knows Mary's true messageÃ¢ÂÂa perilous set of events unfolds. Michener finds himself embroiled in murder, suspicion, suicide, deceit, and his forbidden passion for a beloved woman. In a desperate search for answers, he travels to Pope Clement's birthplace in Germany, where he learns that the third secret of Fatima may dictate the very fate of the ChurchÃ¢ÂÂa fate now lying in Michener's own hands."
,,,,,12049.0,0.298,,Innocent Traitor,"I am now a condemned traitor . . . I am to die when I have hardly begun to live.Historical expertise marries page-turning fiction in Alison WeirÃ¢ÂÂs enthralling debut novel, breathing new life into one of the most significant and tumultuous periods of the English monarchy. It is the story of Lady Jane GreyÃ¢ÂÂÃ¢ÂÂthe Nine DaysÃ¢ÂÂ QueenÃ¢ÂÂÃ¢ÂÂa fifteen-year-old girl who unwittingly finds herself at the center of the religious and civil unrest that nearly toppled the fabled House of Tudor during the sixteenth century.The child of a scheming father and a ruthless mother, for whom she is merely a pawn in a dynastic game with the highest stakes, Jane Grey was born during the harrowingly turbulent period between Anne BoleynÃ¢ÂÂs beheading and the demise of JaneÃ¢ÂÂs infamous great-uncle, King Henry VIII. With the premature passing of JaneÃ¢ÂÂs adolescent cousin, and HenryÃ¢ÂÂs successor, King Edward VI, comes a struggle for supremacy fueled by political machinations and lethal religious fervor.Unabashedly honest and exceptionally intelligent, Jane possesses a sound strength of character beyond her years that equips her to weather the vicious storm. And though she has no ambitions to rule, preferring to immerse herself in books and religious studies, she is forced to accept the crown, and by so doing sets off a firestorm of intrigue, betrayal, and tragedy.Alison Weir uses her unmatched skills as a historian to enliven the many dynamic characters of this majestic drama. Along with Lady Jane Grey, Weir vividly renders her devious parents; her much-loved nanny; the benevolent Queen Katherine Parr; JaneÃ¢ÂÂs ambitious cousins; the Catholic Ã¢ÂÂBloodyÃ¢ÂÂ Mary, who will stop at nothing to seize the throne; and the protestant and future queen Elizabeth. Readers venture inside royal drawing rooms and bedchambers to witness the power-grabbing that swirls around Lady Jane Grey from the day of her birth to her unbearably poignant death. Innocent Traitor paints a complete and compelling portrait of this captivating young woman, a faithful servant of God whose short reign and brief life would make her a legend.Ã¢ÂÂAn impressive debut. Weir shows skill at plotting and maintaining tension, and she is clearly going to be a major player in the . . . historical fiction game.Ã¢ÂÂÃ¢ÂÂThe IndependentÃ¢ÂÂAlison Weir is one of our greatest popular historians. In her first work of fiction . . . Weir manages her heroineÃ¢ÂÂs voice brilliantly, respecting the pastÃ¢ÂÂs distance while conjuring a dignified and fiercely modern spirit.Ã¢ÂÂÃ¢ÂÂLondon Daily Mail"
,,,,,6821.0,0.297,,Eternal on the Water,"From the day Cobb and Mary meet kayaking on Maine's Allagash River and fall deeply in love, the two approach life with the same sense of adventure they use to conquer the river's treacherous rapids. But rivers do not let go so easily...and neither does their love. So when Mary's life takes the cruelest turn, she vows to face those rough waters on her own terms and asks Cobb to promise, when the time comes, to help her return to their beloved river for one final journey.  Set against the rugged wilderness of Maine, the exotic islands of Indonesia, the sweeping panoramas of Yellowstone National Park, and the tranquil villages of rural New England, Eternal on the Water is at once heartbreaking and uplifting ÃÂ a timeless, beautifully rendered story of true love's power."
,,,,,2089.0,0.296,,Elizabeth: The Struggle for the Throne,"The legend of Elizabeth I, the untouchable, charismatic Virgin Queen, is a powerful and enduring one. Most biographies focus on the years of her reign, during which she proved herself as adept a ruler -- and as shrewd an operator -- as England had ever seen. But while the history of her rule is fascinating, the story of how her remarkable character was forged seems vital to a full understanding of the woman who led England into a new age of prosperity, power, and artistic achievement. David Starkey's Elizabeth: The Struggle for the Throne explores the terra incognita of Elizabeth's early years, and the result is nothing short of captivating.Starkey finds that Elizabeth's early years ran the gamut from days of snug security as the daughter of Henry VIII and Anne Boleyn, and Henry's heir apparent, to the years of uncertainty after her mother's execution whenElizabeth was separated from court and virtually forgotten. She received a first-rate academic education, excelling in languages and rhetoric and exhibiting a strong interest in the Protestant religion her father had established in England. But the education she received from life itself would prove far more valuable for the monarch-to-be. After the death of Henry VIII and Edward VI (Elizabeth's half brother), Elizabeth's status as sister and would-be successor to the Catholic queen Mary put her in a dangerous position.It also put her in prison at Mary's command -- and perilously close to execution -- after plots to place Elizabeth on the throne were revealed. Starkey makes it clear that while others may have actually done the dirty work, Elizabeth was usually in the thick of these efforts. Her imprisonment taught her to cover her tracks, but it did not stop her maneuverings. While fervently professing her Catholic faith, she surrounded herself with Protestant advisers and attendants, and bided her time. She evaded another snare of her sister's when Mary attempted to neutralize Elizabeth by marrying her off to a Catholic Spaniard in exchange for naming Elizabeth her successor. Perhaps Elizabeth had learned early on from the plight of her mother that marriage had its drawbacks. Starkey, however, suggests that Elizabeth, in a moment of true regality, would not accept the crown if it came through bullying and capitulation. Again, Elizabeth bided her time.Her seeming patience -- for Starkey reveals that Elizabeth continued to plot -- paid off when Mary, never robust, entered her final illness. Elizabeth managed to convince the now irrational queen that she was, indeed, a staunch Catholic and vowed to preserve England as a Catholic realm. Upon Mary's death, Elizabeth ascended to the throne with no meaningful opposition, thereby beginning what would be a golden age, one of the most legendary reigns in history. Starkey lets us understand, for the first time, the forces that made her into the formidable woman -- and brilliant ruler -- that she would soon prove to be."
,,,,,1607.0,0.296,,Death by Roses,"For the first time in nearly thirty years of marriage, Art McElroy Sr. buys his headstrong, disapproving wife a dozen yellow roses. Hours later he discovers her lifeless body seated on the toilet. Mae Rose McElroy's sudden death leaves a void in her family and in the entire Midwestern farming community of Fairview. It's a void Mae Rose will attempt to fill, herself, from the hereafter by meddling directly in earthly affairs.Mae Rose's meddling leads to her spiritual expulsion from heaven, and she winds up in the body of Mary Lee Broadmoor (Scary Mary), a crusty writer and director of exquisite horror movies. Mary Lee refuses to succumb to stage-4 pancreatic cancer until she gets one final shot at an elusive Oscar. Like Mae Rose, who argues with God for a return to earth, Mary Lee pleads, from her Hollywood deathbed, for more time to complete her work, as her hospice nurse, Gertie Morgan, looks on.The two women's spirits work together, and Mae Rose provides her host with a new script idea: a love story, based on her life! The script earns Mary Lee her coveted Academy Award, but the movie's release shocks and disturbs Mae Rose's family. They set out to find, and confront, the woman who has somehow co-opted, and publicly revealed, their personal tragedy.Along the way, new love emerges as the reader meets a caste of crazy, eccentric, but highly memorable characters. ""Death by Roses"" suggests that relationships don't end at death, but continue until their ultimate purpose is achieved. The universe has every resource at its disposal to get the job done. It also has an amazing sense of humor"
,,,,,1762.0,0.292,,The King's Curse,"The final novel in the CousinsÃ¢ÂÂ War series, the basis for the critically acclaimed Starz miniseries, The White Queen, by #1 New York Times bestselling author and Ã¢ÂÂthe queen of royal fictionÃ¢ÂÂ (USA TODAY) Philippa Gregory tells the fascinating story of Margaret Pole, cousin to the Ã¢ÂÂWhite Princess,Ã¢ÂÂ Elizabeth of York, and lady-in-waiting to Katherine of Aragon.Regarded as yet another threat to the volatile King Henry VIIÃ¢ÂÂs claim to the throne, Margaret Pole, cousin to Elizabeth of York (known as the White Princess) and daughter of George, Duke of Clarence, is married off to a steady and kind Lancaster supporterÃ¢ÂÂSir Richard Pole. For his loyalty, Sir Richard is entrusted with the governorship of Wales, but MargaretÃ¢ÂÂs contented daily life is changed forever with the arrival of Arthur, the young Prince of Wales, and his beautiful bride, Katherine of Aragon. Margaret soon becomes a trusted advisor and friend to the honeymooning couple, hiding her own royal connections in service to the Tudors.After the sudden death of Prince Arthur, Katherine leaves for London a widow, and fulfills her deathbed promise to her husband by marrying his brother, Henry VIII. MargaretÃ¢ÂÂs world is turned upside down by the surprising summons to court, where she becomes the chief lady-in-waiting to Queen Katherine. But this charmed life of the wealthiest and Ã¢ÂÂholiestÃ¢ÂÂ woman in England lasts only until the rise of Anne Boleyn, and the dramatic deterioration of the Tudor court. Margaret has to choose whether her allegiance is to the increasingly tyrannical king, or to her beloved queen; to the religion she loves or the theology which serves the new masters. Caught between the old world and the new, Margaret Pole has to find her own way as she carries the knowledge of an old curse on all the Tudors."
,,,,,2112.0,0.291,,The Mad Ship,"The Farseer trilogy continues the dramatic tale of piracy, serpents, love and magic. The Vestrit family's liveship, Vivacia, has been taken by the pirate king, Kennit. Held captive on board, Wintrow Vestrit finds himself competing with Kennit for Vivacia's love as the ship slowly acquires her own bloodlust. Leagues away, Althea Vestrit has found a new home aboard the liveship Ophelia, but she lives only to reclaim the Vivacia and with her friend, Brashen, she plans a dangerous rescue. Meanwhile in Bingtown, the fading fortunes of the Vestrit family lead Malta deeper into the magical secrets of the Rain Wild Traders. And just outside Bingtown, Amber dreams of relaunching Paragon, the mad liveship ...Alternate cover for this ISBN can be found here"
,,,,,7837.0,0.29,,The Six Wives of Henry VIII,"The tempestuous, bloody, and splendid reign of Henry VIII of England (1509-1547) is one of the most fascinating in all history, not least for his marriage to six extraordinary women. In this accessible work of brilliant scholarship, Alison Weir draws on early biographies, letters, memoirs, account books, and diplomatic reports to bring these women to life. Catherine of Aragon emerges as a staunch though misguided woman of principle; Anne Boleyn, an ambitious adventuress with a penchant for vengeance; Jane Seymour, a strong-minded matriarch in the making; Anne of Cleves, a good-natured and innocent woman naively unaware of the court intrigues that determined her fate; Catherine Howard, an empty-headed wanton; and Catherine Parr, a warm-blooded bluestocking who survived King Henry to marry a fourth time."
,,,,,6649.0,0.289,,Illuminations,"One of the most extraordinary women of the Middle Ages, Hildegard von BingenÃ¢ÂÂBenedictine abbess, healer, composer, saintÃ¢ÂÂexperienced mystic visions from a very young age. Offered by her noble family to the Church at the age of eight, she lived for years in forced silence. But through the study of books and herbs, through music and the kinship of her church sisters, Hildegard found her way from a life of submission to a calling that celebrated the divine mother and the glories all around us. In this brilliantly researched and insightful novel, Mary Sharratt offers a deeply moving portrait of a woman willing to risk everything for what she believed, a triumphant exploration of the life she might well have lived."
,,,,,139.0,0.289,,The Iron Legends,"Summer, Winter, Iron.Together at last.Dangerous faeries. Heartbreaking romance. Thrilling action and limitless adventure. The world of the fey has never been so powerful. This collection includes three novellas set in the world of The Iron Fey plus the expanded Guide to the Nevernever and exclusive information about Julie Kagawa's unforgettable world of Faery.Winter's PassageMeghan Chase used to be an ordinary girl...until she discovered that she is really a faery princess. After escaping from the clutches of the deadly Iron fey, Meghan must follow through on her promise to return to the equally dangerous Winter Court with her forbidden love, Prince Ash. But first, Meghan has one request: that they visit Puck--Meghan's best friend and servant of her father, King Oberon--who was gravely injured defending Meghan from the Iron Fey.Yet Meghan and Ash's detour does not go unnoticed. They have caught the attention of an ancient, powerful hunter--a foe that even Ash may not be able to defeat....Summer's CrossingA Midsummer's Nightmare? Robin Goodfellow. Puck. Summer Court prankster, King Oberon's right hand, bane of many a faery queen's existenceÃ¢ÂÂand secret friend to Prince Ash of the Winter Court. Until one girl's death came between them, and another girl stole both their hearts.Now Ash has granted one favor too many and someone's come to collect, forcing the prince to a place he cannot go without Puck's helpÃ¢ÂÂinto the heart of the Summer Court. And Puck faces the ultimate choiceÃ¢ÂÂbetray Ash and possibly win the girl they both love, or help his former friend turned bitter enemy pull off a deception that no true faery prankster could possibly resist.Iron's ProphecyMeghan Chase is finally getting used to being the Iron Queen, ruler of the Iron Fey. Her life may be strange, but with former Winter prince Ash by her side at last, she wouldnÃ¢ÂÂt have it any other way.But when they travel to the Summer and Winter courtsÃ¢ÂÂ gathering for Elysium, the oracle from MeghanÃ¢ÂÂs past returns with a dire prophecy: Ã¢ÂÂWhat you carry will either unite the courts, or it will destroy them.Ã¢ÂÂ Now Meghan faces a devastating choice that may determine the future of all feyÃ¢ÂÂand her and AshÃ¢ÂÂs unborn childÃ¢ÂÂ¦"
,,,,,955.0,0.288,,A Spy in the House,"Introducing an exciting new series! Steeped in Victorian atmosphere and intrigue, this diverting mystery trails a feisty heroine as she takes on a precarious secret assignment.Rescued from the gallows in 1850s London, young orphan (and thief) Mary Quinn is surprised to be offered a singular education, instruction in fine manners Ã¢ÂÂ and an unusual vocation. Miss ScrimshawÃ¢ÂÂs Academy for Girls is a cover for an all-female investigative unit called The Agency, and at seventeen, Mary is about to put her training to the test. Assuming the guise of a ladyÃ¢ÂÂs companion, she must infiltrate a rich merchantÃ¢ÂÂs home in hopes of tracing his missing cargo ships. But the household is full of dangerous deceptions, and there is no one to trust Ã¢ÂÂ or is there? Packed with action and suspense, banter and romance, and evoking the gritty backstreets of Victorian London, this breezy mystery debuts a daring young detective who lives by her wits while uncovering secrets Ã¢ÂÂ including those of her own past."
,,,,,10241.0,0.287,,Every Last One,"The latest novel from Pulitzer Prize-winner Anna QuindlenIn this breathtaking and beautiful novel, the #1 New York Times"" bestselling author Anna Quindlen creates an unforgettable portrait of a mother, a father, a family, and the explosive, violent consequences of what seem like inconsequential actions.Mary Beth Latham has built her life around her family, around caring for her three teenage children and preserving the rituals of their daily life. When one of her sons becomes depressed, Mary Beth focuses on him, only to be blindsided by a shocking act of violence. What happens afterwards is a testament to the power of a woman's love and determination, and to the invisible lines of hope and healing that connect one human being with another. Ultimately, as rendered in Anna Quindlen's mesmerizing prose, Every Last One"" is a novel about facing every last one of the things we fear most, about finding ways to navigate a road we never intended to travel, and about living a life we never dreamed we'd have to live, but find ourselves brave enough to try."
,,,,,4656.0,0.285,,Kingdom of the Feared,"Emilia is reeling from the shocking discovery that her twin sister, Vittoria, is alive. But before she faces the demons of her past, Emilia yearns to claim her king, the seductive Prince of Wrath, in the flesh. Emilia doesnÃ¢ÂÂt simply desire his body, she wants his heart and soulÃ¢ÂÂbut thatÃ¢ÂÂs something the enigmatic demon canÃ¢ÂÂt promise her.When a high-ranking member of House Greed is assassinated, Emilia and Wrath are drawn to the rival demon court. Damning evidence points to Vittoria as the murderer and sheÃ¢ÂÂs quickly declared an enemy of the Seven Circles. Despite her betrayal, Emilia will do anything to solve this new mystery and find out who her sister really is.Together Emilia and Wrath play a sin-fueled game of deception as they work to stop the unrest thatÃ¢ÂÂs brewing between witches, demons, shape-shifters and the most treacherous foes of all: the Feared.Emilia was warned that when it came to the Wicked nothing was as it seemed. But, have the true villains been much closer all along? When the truth is finally revealed, it just might end up costing Emilia her heart.Two curses.One prophecy.A reckoning all have feared.And a love more powerful than fate. All hail the king and queen of Hell.From the #1 New York Times bestselling author of the Stalking the Jack the Ripper series comes the steamy conclusion to Kingdom of the Wicked trilogy."
,,,,,6668.0,0.283,,The Serpent's Tale,"Ariana Franklin combines the best of modern forensic thrillers with the drama of historical fiction in the enthralling second novel in the Mistress of the Art of Death series, featuring medieval heroine Adelia Aguilar. Rosamund Clifford, the mistress of King Henry II, has died an agonizing death by poison - and the king's estranged queen, Eleanor of Aquitaine, is the prime suspect. Henry suspects that Rosamund's murder is probably the first move in Eleanor's long-simmering plot to overthrow him. If Eleanor is guilty, the result could be civil war. The king must once again summon Adelia Aguilar, mistress of the art of death, to uncover the truth. Adelia is not happy to be called out of retirement. She has been living contentedly in the countryside, caring for her infant daughter, Allie. But Henry's summons cannot be ignored, and Adelia must again join forces with the king's trusted fixer, Rowley Picot, the Bishop of St. Albans, who is also her baby's father. Adelia and Rowley travel to the murdered courtesan's home, in a tower within a walled labyrinth - a strange and sinister place from the outside, but far more so on the inside, where a bizarre and gruesome discovery awaits them. But Adelia's investigation is cut short by the appearance of Rosamund's rival: Queen Eleanor. Adelia, Rowley, and the other members of her small party are taken captive by Eleanor's henchmen and held in the nunnery of Godstow, where Eleanor is holed up for the winter with her band of mercenaries, awaiting the right moment to launch their rebellion. Isolated and trapped inside the nunnery by the snow and cold, Adelia and Rowley watch as dead bodies begin piling up. Adelia knows that there may be more than one killer at work, and she must unveil their true identities before England is once again plunged into civil war . . ."
,,,,,8122.0,0.283,,Silver Frost,"Breena, the beautiful half fairy, half human princess from Oregon, has ascended to her rightful place in Feyland, as Queen of the Summer Kingdom. Being Queen isn't at all what she expected. Now the weight of Feyland falls heavily on her shoulders. The landscape of Feyland is scattered with the silver blood of fairies, turning the once whitish blue frost of the Winter Kingdom to silver frost, and danger lurks everywhere including within her own court. Secretly in love with her intended Winter Prince Kian, now Breena is faced with the realization of war, and the possibility of Kian as her greatest enemy. To help her navigate through the politics within her court and Feyland, help comes in the form of an old friend. Before she knows it, Breena's heart is torned between two loves, just as torned as Feyland. The fate of Feyland depends on her choices, can she make the right ones even if it means turning away from her love forever? Age 14+Contains mild language and some steamy kissing suitable for teens and young adults."
,,,,,9621.0,0.281,,Blackbird: A Childhood Lost and Found,"With the startling emotional immediacy of a fractured family photo album, Jennifer Lauck's incandescent memoir is the story of an ordinary girl growing up at the turn of the 1970s and the truly extraordinary circumstances of a childhood lost. Wrenching and unforgettable, Blackbird will carry your heart away.To young Jenny, the house on Mary Street was home -- the place where she was loved, a blue-sky world of Barbies, Bewitched,  and the Beatles. Even her mother's pain from her mysterious illness could be patted away with powder and a kiss on the cheek. But when everything that Jenny had come to rely on begins to crumble, an odyssey of loss, loneliness, and a child's will to survive takes flight...."
,,,,,8354.0,0.281,,"Mary, Mary","FBI Agent Alex Cross is on vacation with his family in Disneyland when he gets a call from the Director. A well-known actress was shot outside her home in Beverly Hills. Shortly afterward, an editor for the Los Angeles Times receives an e-mail describing the murder in vivid details. Alex quickly learns that this is not an isolated incident. The killer, known as Mary Smith, has done this before and plans to kill again.Right from the beginning, this case is like nothing Alex has ever been confronted with before. Is this the plan of an obsessed fan or a spurned actor, or is it part of something much more frightening? Now members of Hollywood's A-list fear they're next on Mary's list, and the case grows by blockbuster proportions as the LAPD and FBI scramble to find a pattern before Mary can send one more chilling update."
,,,,,6502.0,0.28,,The Red Queen,"Librarian's note: An alternate cover edition can be found hereThe second book in Philippa's stunning new trilogy, The Cousins' War, brings to life the story of Margaret Beaufort, a shadowy and mysterious character in the first book of the series - The White Queen - but who now takes centre stage in the bitter struggle of The War of the Roses. The Red Queen tells the story of the child-bride of Edmund Tudor, who, although widowed in her early teens, uses her determination of character and wily plotting to infiltrate the house of York under the guise of loyal friend and servant, undermine the support for Richard III and ultimately ensure that her only son, Henry Tudor, triumphs as King of England. Through collaboration with the dowager Queen Elizabeth Woodville, Margaret agrees to a betrothal between Henry and Elizabeth's daughter, thereby uniting the families and resolving the Cousins War once and for all by founding of the Tudor dynasty."
,,,,,10534.0,0.276,,The Tainted Trust,"Librarian Note: Alternate Cover Edition for ASIN: B00DENSV6U.  Prepare yourself for the one of the most exciting rides of your life.  Volume Two of The King Trilogy, The Tainted Trust is, in addition to a moving and action packed thriller, a brilliant depiction of what perfectly normal people will do for love and money. It is the continuing story of an inconvenient fortune and its catastrophic impact on a loving family.  No one wept when Jim Servito died. He left an estate amounting to $325,000,000 when his wife, Karen killed him in Caracas. He had accumulated the fortune the old fashioned way: he stole it from the U.S. and Canadian Governments using a brilliant gasoline tax evasion scam. The money is hot, deposited in a Cayman Island bank, and its cursed. It has a profound affect on everyone who touched it. It is managed by Alfred Schnieder, an aging and unscrupulous Caracas banker.  Mike King, the love of KarenÃ¢ÂÂs life, and nearly ruined by the FedsÃ¢ÂÂ scorched earth efforts to recover ServitoÃ¢ÂÂs fortune, convinces her to keep the money, instead of returning it to its rightful owners. With the assistance of Schnieder, they form The King Trust, a near fatal mistake. Desperate to recover the money, the Feds continue to spare no expense and effort to do so. Phillip, the only child of Karen and Jim Servito, assumes he is the natural heir to his fatherÃ¢ÂÂs fortune, and has his own greedy plans for the money. Aging Alfred Schnieder relinquishes the trustÃ¢ÂÂs management to Louis Visconti, a thirty-two year old Wall Street whiz kid and brilliant financial engineer. Dubbed Ã¢ÂÂThe Crown Prince of Wall StreetÃ¢ÂÂ, and substantially more unscrupulous than Schnieder, Visconti takes The King Trust to bewildering heights, then fails, miserably.  Kerri Pyper, Mike KingÃ¢ÂÂs twenty-three year old estranged daughter, has not seen or communicated with her father since she was nine. She discovers the existence of The King Trust and is shocked to learn that her natural father is its Trustee. Visconti, desperate and assuming he is still the smartest man in the room, embezzles the fortune and flees to Monaco. He made only two mistakes: he deceived both Mike King and Alfred Schnieder and fell in love with Kerri."
,,,,,9064.0,0.276,,The Angel in the Stone,"Having returned to his childhood home in the West Highlands, Calum leads a quiet life. More than two decades after his brother Finn fell to his death, he still relives the event and struggles to find peace of mind. It isnÃ¢ÂÂt so easy, however: his mother, Mary, has AlzheimerÃ¢ÂÂs Disease and his estranged daughter Catriona has arrived out of the blue. Unexpectedly, Calum has his mother and daughter living with him and the house becomes a crucible of old resentments, disappointments, unspoken revelations and fragile but enduring love. Together and separately, Calum, Mary and Catriona retrace the events that have brought them to this point and made them who they are."
,,,,,6838.0,0.276,,Indian Captive: The Story of Mary Jemison,"In this classic frontier adventure, Lois Lenski reconstructs the real life story of Mary Jemison, who was captured in a raid as young girl and raised amongst the Seneca Indians. Meticulously researched and illustrated with many detailed drawings, this novel offers an exceptionally vivid and personal portrait of Native American life and customs."
,,,,,10793.0,0.274,,Wild Geese,"An anthology, this book's title poem, Wild Geese, opened Staying Alive.Mary Oliver is one of America's best-loved poets. Her luminous poetry celebrates nature and beauty, love and the spirit, silence and wonder, extending the visionary American tradition of Whitman, Emerson, Frost and Emily Dickinson.The winner of the Pulitzer Prize and the National Book Award, she has lived for many years on Cape Cod. Her extraordinary poetry is nourished by her intimate knowledge and minute daily observation of the New England coast, its woods and ponds, its birds and animals, plants and trees.Mary Oliver is hugely popular in the States, where her many books have sold hundreds of thousands of copies. These include four recent collections published in Britain by Bloodaxe Books. Wild Geese is a selection of her best-known poems, including the title-poem and 'The Journey'."
,,,,,4869.0,0.273,,Mistress of the Art of Death,"A chilling, mesmerizing novel that combines the best of modern forensic thrillers with the detail and drama of historical fiction. In medieval Cambridge, England, four children have been murdered. The crimes are immediately blamed on the town's Jewish community, taken as evidence that Jews sacrifice Christian children in blasphemous ceremonies. To save them from the rioting mob, the king places the Cambridge Jews under his protection and hides them in a castle fortress. King Henry II is no friend of the Jews-or anyone, really-but he is invested in their fate. Without the taxes received from Jewish merchants, his treasuries would go bankrupt. Hoping scientific investigation will exonerate the Jews, Henry calls on his cousin the King of Sicily-whose subjects include the best medical experts in Europe-and asks for his finest ""master of the art of death,"" an early version of the medical examiner. The Italian doctor chosen for the task is a young prodigy from the University of Salerno. But her name is Adelia-the king has been sent a ""mistress"" of the art of death. Adelia and her companions-Simon, a Jew, and Mansur, a Moor-travel to England to unravel the mystery of the Cambridge murders, which turn out to be the work of a serial killer, most likely one who has been on Crusade with the king. In a backward and superstitious country like England, Adelia must conceal her true identity as a doctor in order to avoid accusations of witchcraft. Along the way, she is assisted by Sir Rowley Picot, one of the king's tax collectors, a man with a personal stake in the investigation. Rowley may be a needed friend, or the fiend for whom they are searching. As Adelia's investigation takes her into Cambridge's shadowy river paths and behind the closed doors of its churches and nunneries, the hunt intensifies and the killer prepares to strike again . ."
,,,,,834.0,0.272,,Royal Assassin,"Fitz has survived his first hazardous mission as kingÃ¢ÂÂs assassin, but is left little more than a cripple. Battered and bitter, he vows to abandon his oath to King Shrewd, remaining in the distant mountains. But love and events of terrible urgency draw him back to the court at Buckkeep, and into the deadly intrigues of the royal family. Renewing their vicious attacks on the coast, the Red-Ship Raiders leave burned-out villages and demented victims in their wake. The kingdom is also under assault from within, as treachery threatens the throne of the ailing king. In this time of great danger, the fate of the kingdom may rest in FitzÃ¢ÂÂs handsÃ¢ÂÂand his role in its salvation may require the ultimate sacrifice."
,,,,,11372.0,0.272,,The Secret Diary of Anne Boleyn,"In this ""energetic"" (Kirkus Reviews) re-creation of Anne Boleyn's tragic life -- and death -- Robin Maxwell offers a pitch-perfect version of a bawdy and exuberant time filled with lust, betrayal, love, and murder.When the young Queen Elizabeth I is entrusted with Anne Boleyn's secret diary, she discovers a great deal about the much-maligned mother she never knew. And on learning the truth about her lascivious and despotic father, Henry VIII, she vows never to relinquish control to any man. But this avowal doesn't prevent Elizabeth from pursuing a torrid love affair with her horsemaster, Robin Dudley -- described with near-shocking candor -- as too are Anne's graphic trysts with a very persistent and lustful Henry. Blending a historian's attention to accuracy with a novelist's artful rendering, Maxwell weaves compelling descriptions of court life and devastating portraits of actual people into her naughty, page-turning tale. The result is a masterpiece of historical fiction -- so prophetic of our time that one would think it were ripped from today's headlines."
